,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,tot_flux,peak_flux,brightest_pix,max_loc,elongation,dist,nx,ny,n_vel,nx_kpc,ny_kpc,file,mos_name,asymmetry,hi_mass
65,66,206.6944586967676,1559.759620318112,1329.7616726526423,193,1549,1322,222,1572,1338,3898,5444.00830078125,5444.00830078125,10.51058864593506,"[215, 1562, 1329]",1.7961682753322117,98.38531827052036,23,16,224.14940364446707,2567.718683610062,1786.0298468084618,data/training/Target/mask_1353mosC.fits,1353mosC,0.1584821428571428,4476364011.4683485
66,67,207.6878574571052,1062.745490541135,471.7628684557853,196,1050,459,220,1076,485,4546,10608.935546875,10608.935546875,18.13658332824707,"[201, 1061, 468]",6.091747954284571,98.26977145375848,26,26,185.50295474024853,2899.4124691069483,2899.4124691069483,data/training/Target/mask_1353mosC.fits,1353mosC,0.1175324675324675,2085377615.59463
67,68,210.7028848746293,1126.2510110541923,1769.2626044755998,198,1116,1760,225,1137,1779,3709,5482.1044921875,5482.1044921875,9.933405876159668,"[203, 1128, 1771]",4.371323621751157,97.92316756937078,21,19,208.69082408277967,2333.3380222305377,2111.042883270287,data/training/Target/mask_1353mosC.fits,1353mosC,0.169260700389105,64001644.191436894
68,69,207.6782291191237,1351.7581013235963,456.7448653582839,198,1344,451,218,1361,464,2191,925.0150146484376,925.0150146484376,4.239060878753662,"[206, 1352, 456]",1.6182027065150046,98.26977145375848,17,13,154.58579561687384,1895.454882755694,1449.390871248796,data/training/Target/mask_1353mosC.fits,1353mosC,0.1649580615097856,2376011299.197058
69,70,215.6941971139085,1613.7427080135094,1345.7460853546208,202,1605,1340,230,1623,1353,3257,1670.6029052734375,1670.6029052734375,5.4049601554870605,"[212, 1615, 1346]",1.8095821137482253,97.3456162861294,18,13,216.42011386362336,1988.1081711248128,1435.7604125251864,data/training/Target/mask_1353mosC.fits,1353mosC,0.2957746478873239,-2314128889.1392956
70,71,216.68674314850225,240.74537922243468,1672.761312938177,203,232,1665,231,251,1681,3138,3609.772705078125,3609.772705078125,9.375195503234863,"[226, 242, 1675]",3.008595929096328,97.23012430375314,19,16,216.42011386362336,2096.1021487128182,1765.0591273986174,data/training/Target/mask_1353mosC.fits,1353mosC,0.2121212121212121,192563855.2951172
71,72,213.68786808009423,937.7644287396938,518.7697290930506,206,929,513,222,947,526,1698,1705.4285888671875,1705.4285888671875,8.14986801147461,"[212, 938, 518]",2.369010742105548,97.57661852370792,18,13,123.66863649349908,1992.8259740788576,1439.16748806257,data/training/Target/mask_1353mosC.fits,1353mosC,0.0941080196399345,4947949086.140368
72,73,214.68376550169108,1230.7564825253664,2277.766065388952,207,1222,2272,224,1240,2285,1774,1605.8369140625,1605.8369140625,8.178311347961426,"[216, 1232, 2278]",2.7878958582047058,97.461114359286,18,13,131.39792627434275,1990.467010400296,1437.4639053735316,data/training/Target/mask_1353mosC.fits,1353mosC,0.0833333333333333,130913187.47746298
73,74,221.69415619879848,1637.2741671217914,792.2602403058438,207,1627,784,237,1648,801,3662,5695.03076171875,5695.03076171875,12.890229225158691,"[230, 1639, 791]",2.391982538493869,96.65275573674091,21,17,231.8786934253108,2303.066327527986,1864.265430587731,data/training/Target/mask_1353mosC.fits,1353mosC,0.2168067226890756,1954742227.3406477
74,75,227.66281833616296,848.2648556876061,2083.264855687606,216,839,2076,241,858,2092,2945,3126.93212890625,3126.93212890625,7.6751179695129395,"[236, 849, 2081]",3.769535167579257,95.96011435146424,19,16,193.23224452109227,2068.7230765482805,1742.0041053647917,data/training/Target/mask_1353mosC.fits,1353mosC,0.1601173020527859,1841651974.1329315
75,76,226.6379912663756,263.72532751091705,306.74585152838426,217,255,301,237,273,314,2290,1490.846435546875,1490.846435546875,5.744430065155029,"[222, 263, 306]",1.8476075807026728,96.07553936702756,18,13,154.58579561687384,1962.1691468815288,1417.0279186453545,data/training/Target/mask_1353mosC.fits,1353mosC,0.2508939213349225,1585304116.3204143
76,77,226.683125599233,675.7468839884947,1452.7502396931927,217,668,1447,238,685,1460,2086,1020.9970703125,1020.9970703125,5.645078659057617,"[222, 675, 1454]",3.807780285165668,96.07553936702756,17,13,162.31508539771752,1853.131919537545,1417.0279186453545,data/training/Target/mask_1353mosC.fits,1353mosC,0.1585778781038374,1945892508.4014373
77,78,225.68738461538464,528.7476923076923,1318.7452307692308,219,520,1312,233,538,1326,1625,1307.29345703125,1307.29345703125,7.567727088928223,"[228, 529, 1318]",1.5141045966624218,96.19097046807434,18,14,108.21005693181168,1964.5266183727824,1527.8812326367065,data/training/Target/mask_1353mosC.fits,1353mosC,0.2055727554179566,-1195855792.314194
78,79,254.69455744914788,836.2476085761407,517.2631115997801,224,821,508,287,853,528,9095,16759.259765625,16759.259765625,15.434091567993164,"[229, 841, 515]",1.8180048548277263,92.8459374873946,32,20,486.94525619315255,3372.053548350783,2106.9691198559667,data/training/Target/mask_1353mosC.fits,1353mosC,0.0662100456621004,-3607403222.8681517
79,80,230.68341232227488,1061.2995260663506,1061.2293838862558,226,1053,1056,237,1070,1068,1055,932.7894287109376,932.7894287109376,8.960813522338867,"[231, 1062, 1061]",2.295063844731545,95.61387581287372,17,12,85.02218758928062,1844.2272235667904,1301.7264644401785,data/training/Target/mask_1353mosC.fits,1353mosC,0.1699604743083003,-512867275.2643447
80,81,232.6850291639663,1055.7647440051846,1707.7705767984446,227,1046,1701,239,1066,1716,1543,2839.86474609375,2839.86474609375,12.829140663146973,"[232, 1056, 1707]",1.766933857129737,95.38308053908388,20,15,92.75147737012428,2164.5449514672555,1623.286817068573,data/training/Target/mask_1353mosC.fits,1353mosC,0.0767729342875731,-119115808.4735932
81,82,238.66057196436944,877.2545710267229,317.25457102672294,229,869,311,250,886,324,2133,1219.02197265625,1219.02197265625,5.724939823150635,"[232, 877, 316]",4.280833173697363,94.69084068468794,17,13,162.31508539771752,1826.423463419673,1396.6048567014518,data/training/Target/mask_1353mosC.fits,1353mosC,0.0700344431687715,1723366939.827277
82,83,242.70624677336087,826.7795560144554,419.758389261745,235,819,414,252,836,427,1937,885.839599609375,885.839599609375,5.200730800628662,"[240, 826, 418]",1.395868835336222,94.22946904910596,17,13,131.39792627434275,1817.524398056116,1389.8000394420535,data/training/Target/mask_1353mosC.fits,1353mosC,0.3338690237042989,139629090.60605243
83,84,254.6041551246537,469.2650969529086,1468.240997229917,238,461,1461,273,478,1476,3610,2500.41650390625,2500.41650390625,6.344470500946045,"[243, 468, 1466]",4.061194861773744,92.8459374873946,17,15,270.5251423295292,1790.8384536878982,1580.1081857479296,data/training/Target/mask_1353mosC.fits,1353mosC,0.1011904761904761,-1796603375.7215586
84,85,253.6879329788948,284.24029321733525,2099.2497180602545,239,262,2076,270,308,2123,12414,39884.75,39884.75,17.940048217773438,"[243, 289, 2105]",17.075241706623697,92.96119837660052,46,47,239.60798320615444,4855.620880284498,4961.376054731255,data/training/Target/mask_1353mosC.fits,1353mosC,0.0600879335613092,2788512737.283542
85,86,246.68390410958904,421.252397260274,1653.2472602739726,239,410,1643,255,434,1664,2920,6695.9833984375,6695.9833984375,15.165496826171877,"[250, 423, 1651]",2.5125895501104405,93.768194658189,24,21,123.66863649349908,2553.670538903835,2234.332276035387,data/training/Target/mask_1353mosC.fits,1353mosC,0.0947084597236265,-588070019.6254127
86,87,252.664,559.744761904762,852.7542857142857,241,551,847,265,569,860,2625,1156.4580078125,1156.4580078125,4.635579109191895,"[246, 558, 852]",2.589972146614018,93.076465338315,18,13,185.50295474024853,1900.9184834231344,1372.7942702394378,data/training/Target/mask_1353mosC.fits,1353mosC,0.0573394495412844,-1114949710.5712028
87,88,248.6459754433833,1111.2394270122784,846.2803547066849,242,1103,841,256,1120,853,1466,1116.816162109375,1116.816162109375,5.648274421691895,"[248, 1111, 847]",2.578355099507109,93.5375939198727,17,12,108.21005693181168,1804.1793167298656,1273.4591123976054,data/training/Target/mask_1353mosC.fits,1353mosC,0.0872641509433962,639553830.9267828
88,89,252.65499518149696,1188.7687118535175,1973.7677481529072,242,1179,1967,265,1200,1982,3113,3714.68701171875,3714.68701171875,9.69926929473877,"[248, 1191, 1974]",1.1373716874503408,93.076465338315,21,15,177.77366495940493,2217.849574717435,1584.0314478112982,data/training/Target/mask_1353mosC.fits,1353mosC,0.2821092278719397,35621985.63589866
89,90,255.69432773109244,467.2480742296919,842.2587535014005,244,453,829,269,483,857,5712,14733.955078125,14733.955078125,15.24680233001709,"[249, 471, 840]",5.228868600292188,92.7306826702189,30,28,193.23224452109227,3157.207850595849,2946.580614757612,data/training/Target/mask_1353mosC.fits,1353mosC,0.0909090909090909,1880964869.229402
90,91,258.6841103710752,577.7415160164923,1080.778623533143,246,569,1075,272,588,1088,3153,1838.6624755859373,1838.6624755859373,5.844082832336426,"[267, 576, 1081]",1.1428822294511043,92.38495464607269,19,13,200.961534301936,1991.64922732588,1362.5951085859626,data/training/Target/mask_1353mosC.fits,1353mosC,0.0505494505494505,-655131925.8640382
91,92,257.6687046236148,1389.2437905999236,439.2556362246848,247,1381,433,270,1398,447,2617,1063.3721923828125,1063.3721923828125,5.042989253997803,"[265, 1393, 439]",1.4511338980545707,92.50019125003725,17,14,177.77366495940493,1784.169603398552,1469.2575149051545,data/training/Target/mask_1353mosC.fits,1353mosC,0.0891089108910891,-1928725393.2010436
92,93,263.6941376380629,1044.2574341546303,490.2729396771453,248,1034,481,281,1056,500,4708,5324.77294921875,5324.77294921875,10.43190860748291,"[275, 1046, 492]",3.8264146652421793,91.80886266831966,22,19,255.06656276784184,2291.8606697841224,1979.2297468297752,data/training/Target/mask_1353mosC.fits,1353mosC,0.0942028985507246,472420563.4140015
93,94,264.70078003120125,1084.2705148205928,1716.214352574103,252,1076,1710,279,1093,1724,3205,754.613037109375,754.613037109375,3.5832765102386475,"[257, 1083, 1716]",1.4164905789298203,91.69366247782725,17,14,208.69082408277967,1768.6130504855562,1456.446747234917,data/training/Target/mask_1353mosC.fits,1353mosC,0.1650485436893204,2038644882.9334457
94,95,281.6852721451441,800.24386339381,2049.2408751334046,254,787,2040,310,814,2059,9370,8213.6005859375,8213.6005859375,9.015439987182615,"[259, 796, 2048]",2.813742107796958,89.73618713530874,27,19,432.8402277272467,2749.526841956637,1934.546685181556,data/training/Target/mask_1353mosC.fits,1353mosC,0.2865707434052758,636921781.1305128
95,96,267.6758434547908,1381.7547908232118,1209.7574898785424,256,1363,1194,281,1401,1226,7410,23564.546875,23564.546875,19.849842071533203,"[275, 1376, 1207]",5.070170959529761,91.34809830783712,38,32,193.23224452109227,3940.424362374652,3317.6538184652263,data/training/Target/mask_1353mosC.fits,1353mosC,0.11254851228978,-2595779401.88413
96,97,266.68055555555554,1673.767361111111,1174.7669270833333,257,1666,1168,277,1683,1182,2304,891.15283203125,891.15283203125,4.366852283477783,"[270, 1674, 1174]",1.903552129114345,91.4632802980648,17,14,154.58579561687384,1764.1693744591382,1452.7873953531328,data/training/Target/mask_1353mosC.fits,1353mosC,0.1630537229029217,1407243515.5768166
97,98,273.60415175375806,1361.2530422333573,854.2337151037939,262,1353,848,287,1370,861,2794,1250.567138671875,1250.567138671875,5.1339921951293945,"[274, 1364, 852]",1.6621897058952826,90.6571337314216,17,13,193.23224452109227,1748.620193634193,1337.1113018791727,data/training/Target/mask_1353mosC.fits,1353mosC,0.2469287469287469,-1356230612.547688
98,99,277.6596548004315,774.7502696871629,2229.7615965480045,263,766,2222,294,785,2238,3708,3275.25537109375,3275.25537109375,9.131114959716797,"[271, 775, 2231]",2.9404556984456898,90.19661194530794,19,16,239.60798320615444,1944.4725948774533,1637.3768347465914,data/training/Target/mask_1353mosC.fits,1353mosC,0.0469361147327249,787825358.9800936
99,100,276.70945715261183,328.7343803345852,1826.7343803345848,264,321,1821,291,338,1834,2929,1002.0634765625,1002.0634765625,5.000832557678223,"[276, 328, 1827]",2.732074337694008,90.31173329912907,17,13,208.69082408277967,1741.9580133298164,1332.0169557126533,data/training/Target/mask_1353mosC.fits,1353mosC,0.0665362035225048,-2384360217.4804797
100,101,277.6919924337957,600.735498108449,1460.765447667087,267,591,1452,290,612,1471,3172,5405.3642578125,5405.3642578125,11.953764915466309,"[272, 601, 1458]",4.81306398003852,90.19661194530794,21,19,177.77366495940493,2149.227699147564,1944.4725948774533,data/training/Target/mask_1353mosC.fits,1353mosC,0.076049943246311,-597741618.4599779
101,102,290.67673276332545,670.2333090776788,1385.228124431508,272,652,1367,311,689,1405,10994,24539.052734375,24539.052734375,16.292116165161133,"[277, 673, 1380]",14.48706711946851,88.70058572310269,37,38,301.442301452904,3725.410331785198,3826.220309068311,data/training/Target/mask_1353mosC.fits,1353mosC,0.2981770833333333,3344718711.987516
102,103,287.7059905949704,1447.2377836843182,1054.2379881414845,275,1434,1039,302,1461,1071,4891,20591.39453125,20591.39453125,29.97499084472656,"[280, 1444, 1050]",2.8632620767445487,89.04573168352738,27,32,208.69082408277967,2728.371209447027,3234.034612765869,data/training/Target/mask_1353mosC.fits,1353mosC,0.0538461538461538,2081797109.8157938
103,104,308.7157648890619,718.7125729855975,1067.717166212534,278,699,1057,340,740,1079,12845,25962.271484375,25962.271484375,18.142353057861328,"[334, 712, 1065]",2.988082403886809,86.63085386409831,41,22,479.2159664123089,4032.371511192698,2162.600003860571,data/training/Target/mask_1353mosC.fits,1353mosC,0.1342756183745583,1995748302.987408
104,105,298.7178382884135,180.21478188385663,2070.228118921923,279,165,2061,319,196,2081,7198,13246.4951171875,13246.4951171875,15.90867805480957,"[313, 176, 2069]",2.4495903176656726,87.7804628709568,31,20,309.1715912337477,3088.3704911732743,1992.017417249725,data/training/Target/mask_1353mosC.fits,1353mosC,0.0496453900709219,687289107.0441936
105,106,293.67712733856365,630.7097163548582,1655.7404948702474,279,622,1648,309,640,1664,3314,3075.88232421875,3075.88232421875,8.304580688476562,"[285, 630, 1658]",3.840535243884117,88.35549425577592,18,16,231.8786934253108,1804.501186549159,1603.9542550081214,data/training/Target/mask_1353mosC.fits,1353mosC,0.0849673202614379,2124260284.3671768
106,107,294.6795745841287,1027.7352058903737,2184.752113444232,281,1018,2178,309,1038,2193,3667,3106.609375,3106.609375,6.908982753753662,"[286, 1026, 2184]",2.160718349409464,88.24047587401398,20,15,216.42011386362336,2002.4565728918908,1501.7296611577872,data/training/Target/mask_1353mosC.fits,1353mosC,0.0600375234521576,569696680.025904
107,108,296.6228153797267,698.2529393072767,382.2462662853511,282,690,376,313,708,389,3147,976.6939697265624,976.6939697265624,4.0014472007751465,"[306, 700, 381]",4.16736200392624,88.01045726864253,18,13,239.60798320615444,1797.4544300578968,1298.075201076739,data/training/Target/mask_1353mosC.fits,1353mosC,0.0771992818671454,
108,109,296.67295497780594,1559.2289156626507,1414.2110019023462,282,1543,1404,312,1576,1426,6308,15945.0869140625,15945.0869140625,18.261075973510746,"[287, 1554, 1415]",2.6376750729753167,88.01045726864253,33,22,231.8786934253108,3296.41524468311,2197.039585082681,data/training/Target/mask_1353mosC.fits,1353mosC,0.1540247678018576,169309139.61041334
109,110,292.69113924050635,265.7270042194093,671.7510548523206,283,257,665,304,276,680,2370,2825.221435546875,2825.221435546875,9.279367446899414,"[298, 265, 673]",3.1015475181659085,88.47051869089309,19,15,162.31508539771752,1907.261207919286,1505.6446686191805,data/training/Target/mask_1353mosC.fits,1353mosC,0.1655172413793103,-833726966.9794178
110,111,295.7085897778967,840.2574257425742,1204.2424404602623,283,830,1194,309,852,1216,3737,8800.099609375,8800.099609375,16.3839168548584,"[302, 842, 1207]",2.711531925830632,88.12546354512897,22,22,200.961534301936,2199.9105318975858,2199.9105318975858,data/training/Target/mask_1353mosC.fits,1353mosC,0.0693069306930693,1381154720.384388
111,112,291.6935698447893,1237.729933481153,186.7494456762749,283,1229,180,302,1248,195,2255,3104.455810546875,3104.455810546875,9.840753555297852,"[288, 1237, 188]",2.958526934673701,88.58554917984289,19,15,146.85650583603015,1909.7410530987688,1507.6023268874792,data/training/Target/mask_1353mosC.fits,1353mosC,0.1259259259259259,
112,113,295.7111597374179,588.2210065645514,1698.2862873814734,284,580,1692,308,598,1705,2742,1072.34716796875,1072.34716796875,6.287491321563721,"[304, 590, 1700]",1.2285596466118784,88.12546354512897,18,13,185.50295474024853,1799.8032252757653,1299.77144036589,data/training/Target/mask_1353mosC.fits,1353mosC,0.114521841794569,2151946716.616938
113,114,293.67848917549514,194.7448180561953,415.6927683095348,285,186,409,303,204,423,2171,1041.7247314453125,1041.7247314453125,5.1205596923828125,"[297, 194, 416]",1.051738845831259,88.35549425577592,18,14,139.12721605518644,1804.501186549159,1403.4238433902233,data/training/Target/mask_1353mosC.fits,1353mosC,0.2073910645339216,-374510784.3029372
114,115,300.64762427904424,703.7385333699533,817.7470475144191,287,694,810,315,715,826,3641,3680.26171875,3680.26171875,7.733124732971191,"[293, 706, 818]",1.9826907810352297,87.55049267713581,21,16,216.42011386362336,2086.1752994648346,1589.3407245398262,data/training/Target/mask_1353mosC.fits,1353mosC,0.0372405372405372,2707989693.5664487
115,116,298.6679954441913,1515.2756264236905,1307.25854214123,291,1507,1301,308,1525,1314,1756,1120.3338623046875,1120.3338623046875,6.6895294189453125,"[301, 1514, 1306]",3.601439191315952,87.7804628709568,18,13,131.39792627434275,1792.7572104110673,1294.6829902726167,data/training/Target/mask_1353mosC.fits,1353mosC,0.1876379690949227,-2183873129.6769457
116,117,308.7050327239901,1651.7224102911307,1756.7467840216657,291,1643,1751,328,1661,1764,4431,1809.62548828125,1809.62548828125,4.86188268661499,"[315, 1652, 1756]",1.2327056800164748,86.63085386409831,18,13,285.9837218912166,1769.2785254190685,1277.7272899041657,data/training/Target/mask_1353mosC.fits,1353mosC,0.0487106017191977,-9662083441.353857
117,118,310.65761353517365,1203.242876224399,1916.2268477292964,293,1193,1908,329,1214,1926,4492,5062.9189453125,5062.9189453125,8.082843780517578,"[324, 1201, 1919]",2.90820404472502,86.40100463230856,21,18,278.2544321103729,2058.7850073851305,1764.5842705231437,data/training/Target/mask_1353mosC.fits,1353mosC,0.0314795383001049,1346120493.7772117
118,119,306.7054085155351,774.7183544303797,1914.705408515535,294,765,1908,321,785,1922,3476,2752.431640625,2752.431640625,6.729386329650879,"[300, 777, 1914]",1.0986088329459915,86.86072728065847,20,14,208.69082408277967,1971.1456964223685,1379.6812156016297,data/training/Target/mask_1353mosC.fits,1353mosC,0.0835532102022867,697929531.8995466
119,120,314.69407894736844,745.7508971291866,2021.737440191388,300,737,2015,331,755,2029,3344,1517.97900390625,1517.97900390625,4.529714584350586,"[327, 746, 2024]",3.69312832503365,85.9413787077726,18,14,239.60798320615444,1755.197242210078,1365.0784371503005,data/training/Target/mask_1353mosC.fits,1353mosC,0.0354291417165668,-3555399457.020215
120,121,311.67513848159007,1108.2287390029326,2137.208211143695,300,1099,2130,324,1118,2145,3069,1792.47900390625,1792.47900390625,6.891391754150391,"[322, 1109, 2135]",1.4959914118003883,86.28608908450914,19,15,185.50295474024853,1860.168934568397,1468.468727531763,data/training/Target/mask_1353mosC.fits,1353mosC,0.0842558425584255,-522288509.6923176
121,122,309.66988416988414,1421.734749034749,2075.7397683397685,300,1413,2069,320,1432,2083,2590,1951.259765625,1951.259765625,6.658697605133057,"[313, 1424, 2076]",1.05994492350062,86.51592622534582,19,14,154.58579561687384,1865.1237994131309,1374.2044535017983,data/training/Target/mask_1353mosC.fits,1353mosC,0.0700064226075786,-915460583.0765618
122,123,311.67716875269747,1641.2602503236944,1914.2214069918,302,1633,1907,322,1651,1922,2317,2429.2255859375,2429.2255859375,9.85519790649414,"[308, 1641, 1916]",3.5861945946651,86.28608908450914,18,15,154.58579561687384,1762.237328274632,1468.468727531763,data/training/Target/mask_1353mosC.fits,1353mosC,0.0624048706240487,-319814839.07045346
123,124,322.67497456765005,1199.7249491353,2198.7112156663275,303,1186,2189,344,1215,2210,7864,10294.57421875,10294.57421875,12.779504776000977,"[338, 1195, 2200]",2.808899439529658,85.02241690807043,29,21,316.9008810145914,2798.201005582218,2025.9356701568768,data/training/Target/mask_1353mosC.fits,1353mosC,0.0622775800711743,195296652.7209062
124,125,321.65127701375246,1244.239292730845,894.2504911591355,307,1233,883,337,1257,907,5090,8758.677734375,8758.677734375,12.856037139892578,"[331, 1244, 891]",7.895499728517228,85.13726598971716,24,24,231.8786934253108,2318.616975759094,2318.616975759094,data/training/Target/mask_1353mosC.fits,1353mosC,0.0941176470588235,-5199152221.44257
125,126,319.6273836765828,796.2543859649123,1140.266590389016,309,788,1134,331,806,1148,2622,1904.1201171875,1904.1201171875,5.967023849487305,"[314, 797, 1141]",2.470118779564113,85.36698227347073,18,14,170.04437517856124,1743.4662337880454,1355.95482058013,data/training/Target/mask_1353mosC.fits,1353mosC,0.0866141732283464,1379070691.691708
126,127,328.6290502793296,152.24446927374302,998.2393296089384,312,143,989,346,163,1009,4475,6601.14697265625,6601.14697265625,10.799043655395508,"[339, 151, 996]",3.4604835368346207,84.33344923139067,20,20,262.7958525486855,1913.7937330387256,1913.7937330387256,data/training/Target/mask_1353mosC.fits,1353mosC,0.0461354104254044,-1149602833.3027709
127,128,326.73203169213355,1328.253820033956,2190.21533672892,314,1317,2183,340,1341,2198,3534,5654.84521484375,5654.84521484375,12.685436248779297,"[332, 1331, 2190]",1.2209261921990175,84.5630809718972,24,15,200.961534301936,2302.9796973702773,1439.145535838881,data/training/Target/mask_1353mosC.fits,1353mosC,0.1819056785370548,3205959148.419965
128,129,337.66643142789934,171.7337097153611,767.7141848976711,320,163,761,356,182,776,4251,2473.376953125,2473.376953125,5.703701496124268,"[349, 173, 770]",2.7011715570415045,83.30040515882197,19,15,278.2544321103729,1795.8030959270836,1417.6565569758377,data/training/Target/mask_1353mosC.fits,1353mosC,0.024870952604411,-736024448.2726915
129,130,334.6678691678692,920.2075517075516,732.2325637325637,322,908,723,349,933,742,4158,8188.54833984375,8188.54833984375,14.894267082214355,"[343, 924, 730]",2.2520142982815385,83.64469887448729,25,19,208.69082408277967,2372.933859152164,1803.225433421376,data/training/Target/mask_1353mosC.fits,1353mosC,0.0351890756302521,-320295267.66556686
130,131,332.6549057515708,1420.6839052682456,2164.737071048816,325,1411,2158,341,1431,2173,2069,2784.310791015625,2784.310791015625,9.222679138183594,"[332, 1421, 2165]",1.17607775735497,83.8742581864948,20,15,123.66863649349908,1903.3732302370672,1427.4227340534849,data/training/Target/mask_1353mosC.fits,1353mosC,0.0978147762747138,-1194995813.6623783
131,132,339.6749430995241,1453.7258431615974,1004.729981378026,325,1442,995,355,1466,1016,4833,7519.10791015625,7519.10791015625,12.396822929382324,"[331, 1456, 1008]",3.5248284363868656,83.07090617772559,24,21,231.8786934253108,2262.342007536733,1979.43457852625,data/training/Target/mask_1353mosC.fits,1353mosC,0.1575673807878369,-1482140363.7394385
132,133,334.74177356385945,1682.2163970998326,1109.2375906302286,327,1674,1103,343,1692,1117,1793,1032.1905517578125,1032.1905517578125,6.179295539855957,"[336, 1683, 1109]",2.619347938059597,83.64469887448729,18,14,123.66863649349908,1708.2917099713063,1328.598360095495,data/training/Target/mask_1353mosC.fits,1353mosC,0.0899873257287705,7236404316.867179
133,134,348.1707042253521,851.2368075117371,314.22272300469484,329,841,305,368,862,324,5325,5043.7705078125,5043.7705078125,9.182186126708984,"[361, 850, 316]",4.680582159498023,82.03845926346777,21,19,301.442301452904,1954.8331721301004,1768.5978699567086,data/training/Target/mask_1353mosC.fits,1353mosC,0.064,-428716774.41742885
134,135,352.1685257357882,1516.7146888859024,196.70931326434612,334,1503,184,371,1532,211,7441,12091.427734375,12091.427734375,13.192779541015623,"[339, 1519, 193]",8.115253688218829,81.57975069468868,29,27,285.9837218912166,2684.898274249791,2499.6127142883583,data/training/Target/mask_1353mosC.fits,1353mosC,0.1678277390753641,-1273973557.8621423
135,136,343.6646511627907,1082.7386046511629,2043.7427906976743,336,1073,2037,352,1093,2052,2150,2472.826416015625,2472.826416015625,8.589774131774902,"[342, 1084, 2044]",1.5431713952762385,82.6119805888409,20,15,123.66863649349908,1874.7281436461344,1405.9405322607572,data/training/Target/mask_1353mosC.fits,1353mosC,0.1367781155015197,-1435558077.0862422
136,137,354.2097988230464,271.74325988777883,1049.6990557000138,337,257,1036,373,287,1064,7307,17713.49609375,17713.49609375,19.2363224029541,"[341, 267, 1054]",4.875196739955991,81.35043256368809,30,28,278.2544321103729,2769.7437023390994,2584.9654148107857,data/training/Target/mask_1353mosC.fits,1353mosC,0.100936524453694,-582276675.977605
137,138,361.2468259522144,694.1664500649805,575.2497250824753,340,666,561,384,723,591,10003,57898.75,57898.75,38.1591911315918,"[345, 703, 571]",1.704643866626422,80.54800884566012,57,30,340.0887503571225,5215.864777122173,2742.423527515499,data/training/Target/mask_1353mosC.fits,1353mosC,0.0362116991643454,3585403383.848887
138,139,360.20594713656385,972.7879955947136,1302.703193832599,343,964,1297,378,982,1309,3632,762.5661010742188,762.5661010742188,4.489653587341309,"[372, 973, 1303]",4.344132187027409,80.66262273865483,18,12,270.5251423295292,1647.3881977357012,1098.1739817299983,data/training/Target/mask_1353mosC.fits,1353mosC,0.1115084525357607,300978995.9432403
139,140,365.1777120315582,583.71775147929,329.70986193293885,346,574,322,385,594,338,5070,3217.562744140625,3217.562744140625,6.782942295074463,"[374, 582, 328]",1.9554375684350007,80.08961347870031,20,16,301.442301452904,1817.487625064176,1453.900262831924,data/training/Target/mask_1353mosC.fits,1353mosC,0.1033175355450237,-2364964748.668755
140,141,352.2031930333817,1379.7455249153363,143.72085147556845,347,1369,135,359,1391,153,2067,4211.2607421875,4211.2607421875,14.501494407653809,"[351, 1378, 143]",1.409970845171488,81.57975069468868,22,18,92.75147737012428,2036.5073331037804,1666.1188776874158,data/training/Target/mask_1353mosC.fits,1353mosC,0.1923664122137404,-236250639.71062693
141,142,358.20031897926634,1657.7441786283891,784.7244019138756,347,1648,777,370,1668,793,3135,2304.076171875,2304.076171875,7.010258197784424,"[353, 1656, 784]",1.1692988354940357,80.89186858946836,20,16,177.77366495940493,1835.693340794758,1468.46393551982,data/training/Target/mask_1353mosC.fits,1353mosC,0.0781010719754977,1879704810.1616569
142,143,374.2446403872752,1619.7235477178424,1262.713001383126,348,1611,1255,401,1630,1271,5784,2656.03125,2656.03125,5.361268043518066,"[395, 1620, 1260]",4.177775367773644,79.05857597290638,19,16,409.6523583847157,1704.3570823100138,1435.1834076049718,data/training/Target/mask_1353mosC.fits,1353mosC,0.0363232023721275,2470938285.7210035
143,144,357.17502668089645,258.2070437566702,1445.2225186766275,350,249,1438,365,268,1453,1874,2025.162109375,2025.162109375,8.922712326049805,"[353, 258, 1447]",2.736918020063785,81.00650054823717,19,15,115.93934671265538,1746.350743401361,1378.6175042116597,data/training/Target/mask_1353mosC.fits,1353mosC,0.1522793404461687,-360740034.78352547
144,145,357.2235576923077,624.2325721153846,2178.233173076923,350,615,2172,365,634,2186,1664,2000.1181640625,2000.1181640625,9.963013648986816,"[356, 624, 2177]",2.687052824473077,81.00650054823717,19,14,115.93934671265538,1746.350743401361,1286.6936606103293,data/training/Target/mask_1353mosC.fits,1353mosC,0.0292887029288702,-10474348688.061487
145,146,354.15572232645405,715.7166979362102,1763.7110694183864,350,707,1758,359,725,1771,1066,1550.332275390625,1550.332275390625,15.240974426269531,"[354, 716, 1764]",1.8960052496011688,81.35043256368809,18,13,69.56360802759322,1661.4354695646575,1199.8458181561252,data/training/Target/mask_1353mosC.fits,1353mosC,0.0827740492170022,-1944957847.6559355
