,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,max_loc-0,max_loc-1,max_loc-2,elongation,detection_size,n_vel,nx,ny,mos_name,max_loc,dist,nx_kpc,ny_kpc,file,overlap_areas,area_gts,hi_mass,true_positive_mocks,type,area_gt,overlap_area,tot_flux,peak_flux
582,356,55.59049773755656,570.6877828054298,1544.2058823529412,49,561,1541,65,579,1550,442,6.219973087310791,2,1,8,2.6372507658402937,2592,123.66863649349908,18,9,1353mosC,"[51, 562, 1549]",115.90311303030784,60.68673508519062,30.343365462893487,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,1312765126.211836,False,,,,0.4386548654982176,0.015824951053945175
583,357,54.32282471626734,601.3152585119798,1576.9470365699874,47,586,1568,63,608,1583,793,5.504083633422852,12,11,8,6.642411717255569,5280,123.66863649349908,22,15,1353mosC,"[59, 597, 1576]",116.01959186943866,74.24722068041252,50.62310131126419,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,1876244356.0486073,False,,,,0.6257139735768726,0.015402881072533124
584,358,41.98451450892857,492.33412388392856,946.22265625,21,479,938,63,507,956,7168,13.554743766784668,9,9,8,1.0971780030831482,21168,324.63017079543505,28,18,1353mosC,"[30, 488, 946]",117.53437833706546,95.7302448445748,61.54086370120954,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,31118167665.880013,True,mock,5492.0,5335.0,10.118878239129822,0.1080940550513633
585,359,42.74992838728158,622.4597536522487,156.92580922371812,25,615,144,61,630,166,3491,6.803722858428955,7,5,10,1.9909949592376197,11880,278.2544321103729,15,22,1353mosC,"[32, 620, 154]",117.41781926248092,51.23319315725016,75.14202211989212,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,19008551953.214935,True,mock,4091.0,3206.0,6.19307284225492,0.1308999064197751
586,360,27.027704267284157,638.5064505458154,888.3152497519021,0,626,878,59,654,899,12092,10.488460540771484,50,7,9,2.477105857921021,34692,456.0280970697778,28,21,1353mosC,"[50, 633, 887]",119.16685402073546,97.0598753672494,72.79489948294773,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,36490664582.50903,True,mock,10961.0,10178.0,11.551574629377951,0.07369554005071531
587,361,47.71506849315068,644.4474885844749,581.3534246575342,38,639,577,57,651,587,1095,4.914197444915772,7,4,5,1.4285220619345038,2280,146.85650583603015,12,10,1353mosC,"[45, 643, 582]",116.83511650325912,40.78315194204749,33.98595952992891,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,3105379700.680632,True,mock,1726.0,1056.0,1.0215933557187196,0.04050864142764284
588,362,41.64496101645972,659.7906439503321,428.0135720473578,28,647,416,55,673,440,6926,12.56570529937744,18,17,12,1.129198212147673,16848,208.69082408277967,26,24,1353mosC,"[46, 664, 428]",117.53437833706546,88.89236750500217,82.05449076716685,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,43492420499.34901,True,mock,4944.0,4325.0,14.142687065745674,0.0872255517728312
589,363,33.567079290732686,821.8156574105052,1157.9805955168954,20,814,1151,50,831,1166,2989,7.179263591766357,20,6,5,1.488708025713091,7650,231.8786934253108,17,15,1353mosC,"[40, 820, 1156]",118.46707328906872,58.583153242399945,51.69101663372798,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,9568192507.740185,True,mock,3345.0,2531.0,3.0638454705101856,0.05975568005434176
590,364,14.763515466897948,477.8806013298641,442.9832321480197,0,462,428,50,499,456,10377,13.62736701965332,8,16,18,1.389668415739788,51800,386.4644890421845,37,28,1353mosC,"[8, 478, 446]",120.6838092577109,129.89039253077704,98.29541596659185,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,70486009294.63998,True,mock,5092.0,7276.0,21.770807713213696,0.13092635478436462
591,365,43.07413010590015,132.8623298033283,1571.738275340393,38,126,1566,49,140,1578,661,3.158595085144043,6,10,7,2.768203396287842,1848,85.02218758928062,14,12,1353mosC,"[44, 136, 1573]",117.30126636279785,47.7701811419826,40.9458689497273,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,2247740327.636122,False,,,,0.7337411951656376,0.018619981766766946
592,366,27.90343642611684,181.1213058419244,832.4391752577319,15,173,826,42,191,840,2910,7.224771022796631,7,9,5,1.3965316200435944,6804,208.69082408277967,18,14,1353mosC,"[22, 182, 831]",119.16685402073546,62.39562606917104,48.52992963506613,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,13217801898.147295,True,mock,2878.0,2458.0,4.184259914410239,0.10310968238184867
593,367,25.269028871391075,363.2300962379703,1013.4282589676292,13,357,1007,39,371,1021,2286,7.151658535003662,18,6,4,1.2737239293633316,5096,200.961534301936,14,14,1353mosC,"[31, 363, 1011]",119.400163717521,48.62494349828527,48.62494349828527,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,6969548850.537244,True,mock,2560.0,1914.0,2.1979166612218175,0.05663917954291945
594,368,28.125531914893617,491.29574468085104,1127.340425531915,19,486,1123,37,498,1133,940,5.111637115478516,6,6,4,1.559489917832224,2160,139.12721605518644,12,10,1353mosC,"[25, 492, 1127]",119.05020844598984,41.55636494486478,34.63030369094679,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,2157934058.5540333,True,mock,1894.0,920.0,0.6844239462848476,0.025286316986367356
595,369,25.95711678832117,390.37819343065695,216.9215328467153,17,383,210,36,400,224,2192,8.490259170532227,11,7,9,1.3963918584075616,4522,146.85650583603015,17,14,1353mosC,"[28, 390, 219]",119.400163717521,59.04457579671303,48.62494349828527,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,15487503300.820112,True,mock,1764.0,1496.0,4.884138453664249,0.09755170069564324
596,370,15.836358782701549,674.9975974372664,131.737319807795,1,667,125,32,684,140,3746,7.132749557495117,23,10,9,1.5934558794866915,7905,239.60798320615444,17,15,1353mosC,"[24, 677, 134]",120.56708327513844,59.62162919532824,52.607318928594765,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,40467185628.75167,True,mock,3706.0,3025.0,12.522530727829434,0.23667409660994967
597,371,24.14144736842105,622.5,1571.6644736842106,20,618,1569,29,628,1576,304,3.49389386177063,7,5,4,2.899279617295747,630,69.56360802759322,10,7,1353mosC,"[27, 623, 1573]",119.51682784054329,34.76603777787031,24.336226094439592,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,770919138.7550321,False,,,,0.24265549472156173,0.008968027093223136
598,372,20.479204339963832,139.59493670886076,312.32188065099456,13,136,308,29,144,317,553,4.494993686676025,4,6,6,1.3511612317087438,1152,123.66863649349908,8,9,1353mosC,"[17, 142, 314]",119.9835461749674,27.92144023267774,31.411620412378166,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,5296006075.682756,True,mock,1565.0,553.0,1.65438501022765,0.0719505767421471
599,373,14.496491228070177,571.4403508771929,1463.5456140350875,7,565,1459,24,579,1472,570,2.648369312286377,1,2,7,1.56699326403735,3094,131.39792627434275,14,13,1353mosC,"[8, 567, 1466]",120.6838092577109,49.14769983228183,45.63714949671489,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,932956644.4936111,False,,,,0.2881595924537611,0.011572235601019673
600,374,15.679738562091504,484.8954248366013,1492.5849673202615,11,481,1489,21,490,1497,306,3.630050182342529,1,5,3,1.2457184046339846,720,77.29289780843692,9,8,1353mosC,"[12, 486, 1492]",120.56708327513844,31.56439007514828,28.057235487822272,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,709590006.4675655,False,,,,0.21958192847088995,0.012850767415509539
601,375,9.167487684729064,799.903448275862,297.951724137931,0,795,294,20,806,304,1015,3.911384105682373,14,5,3,1.4242925108122142,2200,154.58579561687384,11,10,1353mosC,"[14, 800, 297]",121.267532010329,38.802826934685534,35.275297004410774,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,3886550327.0692773,True,mock,2194.0,1012.0,1.1892139350980948,0.04418774210521057
602,376,9.83846153846154,342.98846153846154,579.7692307692307,0,340,576,20,347,585,260,3.794171571731568,0,2,8,1.3480831076305753,1260,154.58579561687384,7,9,1353mosC,"[0, 342, 584]",121.267532010329,24.692707547890038,31.747767133833072,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,963928214.9540094,False,,,,0.2949445573040966,0.020790586366310423
603,377,10.329218106995883,752.2139917695473,45.440329218107,2,749,42,19,756,49,243,3.745190143585205,14,5,3,2.0351057524852267,833,131.39792627434275,7,7,1353mosC,"[16, 754, 45]",121.15077507952992,24.668933296871508,24.668933296871508,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,,False,,,,,
604,378,5.107255520504732,33.130914826498426,772.2034700315457,0,28,768,13,39,777,634,6.01256275177002,5,4,4,1.6635191407055727,1287,100.480767150968,11,9,1353mosC,"[5, 32, 772]",121.73462164967192,38.952284898725445,31.870050921213373,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,16088855902.595247,True,mock,1112.0,555.0,4.8862291575011945,0.20178273461335428
605,379,4.8144,96.792,647.0944,0,92,643,12,102,653,625,3.986060380935669,3,5,4,1.4254133523768924,1200,92.75147737012428,10,10,1353mosC,"[3, 97, 647]",121.85140954100775,35.445140102290765,35.445140102290765,data/sofia_output/sofia_loud_1353mosC_mask.fits,,,3699504093.4169197,True,mock,740.0,415.0,1.1214562043406684,0.040222961176149645
606,1,640.4167478091529,53.195715676728334,690.2901655306719,628,48,686,652,61,696,1027,4.014571189880371,22,5,6,1.5618881423712854,3120,185.50295474024855,13,10,1353mosF,"[650, 53, 692]",244.28967120572912,92.3792869473654,71.06098857654628,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,35777124297.893074,True,mock,2063.0,995.0,2.850430899391263,0.13684667247779425
607,2,640.0244274809161,755.3396946564885,465.1595419847328,631,749,460,650,762,471,1310,6.057864665985107,7,6,6,1.474077884851853,2717,146.85650583603015,13,11,1353mosF,"[638, 755, 466]",244.28967120572912,92.3792869473654,78.16708789719372,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,21119319352.916862,True,mock,1647.0,1150.0,1.682615963106103,0.05004326417824735
608,3,630.8054968287527,506.5813953488372,205.4968287526427,624,502,202,638,511,210,473,4.2238383293151855,11,5,3,1.2755619512752752,1008,108.21005693181168,9,8,1353mosF,"[635, 507, 205]",245.52375054888003,64.27797060788897,57.13597359971757,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,8680376826.624796,True,mock,1070.0,440.0,0.685020555679324,0.03383686543668477
609,4,628.9755244755245,81.47202797202797,805.2062937062936,622,78,803,636,86,809,286,3.613353490829468,10,3,2,1.7610630145305006,672,108.21005693181168,8,6,1353mosF,"[632, 81, 805]",245.7706471608745,57.19342905269612,42.89507145075872,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,10975008479.246222,False,,,,0.8644586802527715,0.05406745182202611
610,5,619.2876208007364,37.01242521859181,588.046479521399,606,30,581,634,44,595,2173,6.3376994132995605,5,6,5,1.5452734963214525,5488,216.42011386362336,14,14,1353mosF,"[611, 36, 586]",246.88201517195597,100.54110199446556,100.54110199446556,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,170314007274.68265,True,mock,2558.0,1822.0,13.300991018398653,0.31045970184952404
611,6,613.3102409638554,171.15963855421683,838.2560240963855,605,168,836,623,176,842,332,3.8202407360076895,8,2,2,1.420118375752606,864,139.12721605518644,8,6,1353mosF,"[613, 170, 838]",247.62323028081292,57.62454473904196,43.21840821296456,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,6312427626.62055,False,,,,0.4901943531986363,0.04934509542395311
612,7,606.905684754522,758.4793281653747,798.7932816537468,597,754,795,618,764,804,774,4.582985877990723,15,4,4,1.7404290641371656,1890,162.31508539771752,10,9,1353mosF,"[612, 758, 799]",248.4882878943264,72.28231672797044,65.05408470654785,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,10125530164.962524,True,mock,1728.0,767.0,0.7811355871095017,0.04151975988974326
613,8,616.8235294117648,636.2352941176471,359.7647058823529,615,633,359,618,641,362,17,11.30606174468994,2,3,1,,72,23.187869342531076,8,3,1353mosF,"[617, 636, 360]",247.2525924063187,57.53829338549748,21.57685968484134,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,1982002793.0428653,False,,,,0.1543498289380063,0.014720656831843206
614,9,609.9136690647482,493.2230215827338,80.78057553956835,605,489,78,617,498,85,278,3.958977699279785,4,4,3,1.902653942241347,756,92.75147737012428,9,7,1353mosF,"[609, 493, 81]",248.1175084682951,64.95701487523758,50.52212222474271,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,11930883879.78593,True,mock,1384.0,278.0,0.9230117258884711,0.07754410795143654
615,10,611.6487455197133,134.0358422939068,1571.741935483871,608,129,1568,616,140,1576,279,3.282048225402832,1,3,4,3.1287243587561333,704,61.83431824674954,11,8,1353mosF,"[609, 132, 1572]",247.87035589345567,79.31282481409328,57.68205348289343,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,4759377366.694359,False,,,,0.3688951972200116,0.017120108498438685
616,11,605.7186206896552,78.24137931034483,804.2455172413793,594,74,801,616,83,809,725,3.9572930335998535,11,5,2,1.30142348742755,1584,170.04437517856124,9,8,1353mosF,"[605, 79, 803]",248.61189452221615,65.08644484757976,57.85461736488576,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,19204157182.362118,True,mock,3204.0,911.0,1.4801156107385565,0.07349256272088625
617,12,603.6836565096953,274.9523545706371,1137.4038781163435,594,268,1131,615,282,1145,1805,8.109268188476562,13,8,6,1.2260926757069042,4116,162.31508539771752,14,14,1353mosF,"[607, 276, 1137]",248.8591280101274,101.3462683950181,101.3462683950181,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,24356722856.87037,True,mock,2027.0,1531.0,1.8737139371213627,0.04442118131298387
618,13,578.770887166236,331.978466838932,1111.3290267011198,559,327,1108,609,339,1116,1161,3.961620569229126,47,8,3,2.007598965445114,4800,386.4644890421845,12,8,1353mosF,"[606, 335, 1111]",251.9518244634905,87.94778356628746,58.63185438787416,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,10304720041.54733,True,mock,4167.0,1161.0,0.7744356743802634,0.04560646834979365
619,14,597.2889858233369,667.3838604143948,1469.1581243184296,591,662,1465,606,674,1475,917,4.804601669311523,5,3,2,1.8677947999250089,1800,115.93934671265538,12,10,1353mosF,"[596, 665, 1467]",249.6009903706504,87.1271876113361,72.60598877504837,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,9951302914.117771,False,,,,0.7612391299139712,0.01980791600842649
620,15,598.3644859813085,107.75140186915888,1504.8822429906545,591,102,1500,606,114,1510,535,3.588676929473877,13,9,0,7.007031177578545,1800,115.93934671265538,12,10,1353mosF,"[604, 111, 1500]",249.47732977642684,87.08402191805482,72.57001736442704,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,10529356790.77089,False,,,,0.8062128864450152,0.026605762568324316
621,16,585.9680651221039,87.40951784596118,119.01064495929867,570,82,115,604,94,124,1597,4.270774364471436,6,6,6,1.5917703349282295,3672,262.7958525486855,12,9,1353mosF,"[576, 88, 121]",251.08544402494127,87.64535972213454,65.73401862355004,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,,True,mock,3026.0,1534.0,,
622,17,583.1250697934115,64.45375023264471,966.2949934859482,565,55,958,602,75,976,5373,9.9674711227417,28,6,7,1.2232113966772389,13320,285.9837218912166,20,18,1353mosF,"[593, 61, 965]",251.33294751025312,146.21960179506246,131.5976387946233,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,236463923738.12247,True,mock,3829.0,3568.0,17.853840953319516,0.24936211902419042
623,18,594.1168831168832,573.7792207792207,1475.935064935065,587,570,1473,601,578,1479,308,4.73058557510376,3,2,4,1.925925925925926,672,108.21005693181168,8,6,1353mosF,"[590, 572, 1477]",249.9720126451908,58.17113123775161,43.6283480837593,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,2542196549.898352,False,,,,0.19392384705559998,0.01485735117692967
624,19,593.0328282828283,909.6994949494948,1249.9444444444443,588,906,1245,600,914,1255,396,3.366534471511841,8,3,5,2.887080931348461,960,92.75147737012428,8,10,1353mosF,"[596, 909, 1250]",250.0957002358362,58.19991464830937,72.74989404908293,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,3261337209.9827085,False,,,,0.24854888750906545,0.012404872839619094
625,20,593.7643171806168,889.6013215859031,1021.4845814977972,589,885,1018,600,896,1027,454,3.806976556777954,5,1,4,1.954417541658028,1089,85.02218758928062,11,9,1353mosF,"[594, 886, 1022]",250.0957002358362,80.02488392798799,65.47490429329393,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,6112005039.037146,False,,,,0.46580036196580216,0.013408018295785954
626,21,566.1074873679376,861.2893890675241,624.6090950849793,541,857,620,600,868,629,2177,4.4028167724609375,6,6,4,1.0,5841,456.0280970697778,11,9,1353mosF,"[547, 863, 624]",253.4378186788816,81.09428512211524,66.34986889679931,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,24044380122.386745,True,mock,4287.0,2137.0,1.7870614822146917,0.07276311413537118
627,22,594.3367346938776,806.8647959183673,211.3061224489796,589,802,207,600,813,216,392,3.298313617706299,6,5,4,2.239863295937893,1089,85.02218758928062,11,9,1353mosF,"[595, 807, 211]",249.9720126451908,79.98530673783479,65.44252295626119,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,12432907317.94105,False,,,,0.9484070841325205,0.05219823486907571
628,23,592.032,616.0773333333333,1571.4631111111112,587,602,1561,600,630,1585,1125,8.151555061340332,3,16,13,10.056399798172071,8736,100.480767150968,28,24,1353mosF,"[590, 618, 1574]",250.2193945769677,203.80049009167584,174.68612411596897,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,12934427880.054504,False,,,,0.9848215794327815,0.0163164874195474
629,24,593.8814102564103,832.8814102564103,1089.9903846153843,589,829,1087,599,838,1094,312,3.4373409748077397,2,5,2,1.532606477230495,630,77.29289780843692,9,7,1353mosF,"[591, 834, 1089]",250.0957002358362,65.47490429329393,50.92492510181763,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,4420546810.110767,False,,,,0.33689309663277806,0.01697898622901883
630,25,588.0652173913044,534.1608695652174,1445.4521739130437,581,531,1443,595,538,1449,230,4.901371002197266,7,1,1,1.563370964701806,588,108.21005693181168,7,6,1353mosF,"[588, 532, 1444]",250.7142394574124,51.0508731429139,43.7578911049081,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,2467887432.4919257,False,,,,0.18720370107527984,0.019693801907623324
631,26,554.4213959556425,674.4148727984344,511.938682322244,536,668,508,578,682,517,1533,4.593408107757568,4,8,4,1.6556418111495772,5292,324.63017079543505,14,9,1353mosF,"[540, 676, 512]",254.92478711618708,103.81646878778967,66.73915634167709,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,23820412766.778744,True,mock,3034.0,1505.0,1.7509695081369223,0.08335872479619075
632,27,561.7640931372549,808.1213235294117,367.3860294117647,553,801,362,571,816,374,1632,5.405343055725098,5,5,4,1.248572565824,3240,139.12721605518644,15,12,1353mosF,"[558, 806, 366]",254.05727041109773,110.8534061502079,88.68272289409339,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,25218421424.47725,True,mock,1678.0,1345.0,1.8657008097466172,0.046200335408843586
633,28,559.5,681.0,1293.0,559,680,1292,561,683,1295,2,3.7119839191436768,0,0,2,,18,15.458579561687383,3,3,1353mosF,"[559, 680, 1294]",254.30509847751085,22.192306958593424,22.192306958593424,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,86922069.39848402,False,,,,0.0064188130446100914,0.003777157438870066
634,29,532.3373768006065,741.4230477634571,484.80288097043217,513,737,481,552,746,490,1319,4.333187103271484,34,7,5,1.5733104136040832,3159,301.442301452904,9,9,1353mosF,"[547, 744, 486]",257.6534293700948,67.45351324688087,67.45351324688087,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,16296182606.780762,True,mock,5585.0,1581.0,1.1740581592763557,0.053986715024481505
635,30,531.2032318210069,498.1908017402113,843.8899937849596,522,492,838,541,505,851,1609,6.369002819061279,12,5,5,1.0435882349913912,3211,146.85650583603015,13,13,1353mosF,"[534, 497, 843]",257.77753653824834,97.47978659481424,97.47978659481424,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,17366653986.077152,True,mock,1491.0,1146.0,1.2500441103708988,0.03316225315689291
636,31,533.128078817734,166.92610837438423,856.3399014778325,527,163,852,541,171,861,406,3.758094787597656,7,4,4,1.2361162845478215,1008,108.21005693181168,8,9,1353mosF,"[534, 167, 856]",257.52932898625005,59.92979868227451,67.42102384083617,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,8439896056.608233,False,,,,0.6086050443963359,0.035650484203847185
637,32,529.6982591876209,634.2533849129594,1496.514506769826,521,631,1493,540,639,1501,517,2.929643154144287,9,2,4,1.8770891897095756,1216,146.85650583603015,8,8,1353mosF,"[530, 633, 1497]",258.0257712297064,60.0453260430797,60.0453260430797,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,5065221218.998863,True,mock,1246.0,435.0,0.36393100600804623,0.01585444725478812
638,33,518.1613445378151,59.06050420168067,685.8100840336134,505,55,681,532,64,690,595,4.066182613372803,24,1,4,1.2797293921307682,2187,208.69082408277967,9,9,1353mosF,"[529, 56, 685]",259.391547349552,67.90855149123331,67.90855149123331,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,25713830251.910194,False,,,,1.8292082784166557,0.1060255630674941
639,34,514.5159722222222,895.0527777777778,852.1868055555556,504,889,847,527,902,858,1440,3.710066318511963,19,3,3,1.5529105775565035,3289,177.77366495940493,13,11,1353mosF,"[523, 892, 850]",259.88839693541667,98.27801837175916,83.15832211179898,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,16988504350.985125,True,mock,2133.0,1338.0,1.20416055648164,0.039436821663907294
640,35,506.46096654275095,216.5910780669145,921.903345724907,499,214,919,516,220,926,269,4.369610786437988,2,2,2,1.2220167312585828,714,131.39792627434275,6,7,1353mosF,"[501, 216, 921]",260.8824222707755,45.53257385625426,53.12133636040951,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,4185683371.054792,True,mock,1763.0,269.0,0.2945573156220699,0.03071858030989844
641,36,498.1888111888112,130.56843156843158,1057.5424575424574,483,125,1052,516,138,1064,2002,5.878847122192383,6,8,4,1.1455615508839117,5148,255.06656276784184,13,12,1353mosF,"[489, 133, 1056]",261.8768827289306,99.02997361736216,91.41228269452536,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,47850036966.27806,True,mock,2421.0,1775.0,3.3432674175255674,0.10959791149511339
642,37,495.9462962962963,904.5666666666668,1026.9666666666667,479,900,1023,505,910,1031,540,3.771440267562866,5,4,5,1.7117575433059424,2080,200.961534301936,10,8,1353mosF,"[484, 904, 1028]",262.2499176391521,76.28541276254721,61.02832959036131,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,8803525519.330824,False,,,,0.6134516842292779,0.04016691173711882
643,38,495.2757731958763,127.86340206185568,719.1365979381443,490,124,716,503,132,723,388,5.4355950355529785,6,5,3,1.858648551094416,728,100.480767150968,8,7,1353mosF,"[496, 129, 719]",262.2499176391521,61.02832959036131,53.39978816564243,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,12536169948.343912,True,mock,1203.0,378.0,0.873551686958771,0.04929935924292657
644,39,490.5209125475285,739.4144486692015,482.1368821292776,483,736,480,498,744,486,263,4.071956157684326,2,2,2,1.9168449298351855,720,115.93934671265538,8,6,1353mosF,"[485, 738, 482]",262.8717785956485,61.173043212215184,45.8797820468263,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,5049149457.447455,False,,,,0.35027052279215315,0.026515814388824013
645,40,478.14389697648375,140.30627099664054,906.3667413213884,463,135,901,494,147,912,1786,6.39552640914917,26,3,4,1.3279881656098895,4092,239.60798320615444,12,11,1353mosF,"[489, 138, 905]",264.3649394125121,92.28077837291248,84.59071295974422,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,39030006567.294,True,mock,2520.0,1639.0,2.6788566271207492,0.08957770804607776
646,41,478.3443396226415,557.3066037735849,167.89622641509433,462,553,164,490,562,172,636,4.681536674499512,25,7,3,1.1808480628474634,2016,216.42011386362336,9,8,1353mosF,"[487, 560, 167]",264.3649394125121,69.2105825498572,61.52051752711029,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,12585970550.36726,True,mock,2730.0,633.0,0.8638484484870919,0.05102224831939532
647,42,474.2584269662921,646.9648876404494,1497.061797752809,468,641,1493,482,655,1505,712,3.3758187294006348,8,11,0,3.933245709860004,2352,108.21005693181168,14,12,1353mosF,"[476, 652, 1493]",264.8628776990926,107.86369182357949,92.45459163562964,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,5698465795.310963,False,,,,0.3897350202578373,0.011997869630534385
648,43,465.614747930775,705.0556809631302,973.2520692249813,453,699,969,480,712,978,1329,3.8960578441619873,4,8,5,2.017616737501406,3159,208.69082408277967,13,9,1353mosF,"[457, 707, 974]",265.983637674126,100.58296229523884,69.63435678371624,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,22052862315.144077,True,real,1726.0,1329.0,1.4963143246183723,0.07593671527734806
649,44,454.9761388286334,902.2407809110628,1029.4533622559652,447,898,1027,464,907,1033,461,3.866699934005737,4,2,1,1.822293371606424,918,131.39792627434275,9,6,1353mosF,"[451, 900, 1028]",267.35420585157226,69.99317071038956,46.66211321467247,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,9451818610.506687,True,mock,4274.0,998.0,0.6351418367572897,0.04040435803075766
650,45,442.339378238342,697.8765112262522,414.84628670120895,432,692,410,458,705,421,1158,5.21405839920044,2,6,7,1.6023383697319395,3718,200.961534301936,13,11,1353mosF,"[434, 698, 417]",268.8503134103161,101.66700919378964,86.0259296916169,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,14922883052.07909,True,real,1478.0,1158.0,0.9923081905323728,0.029074417751983342
651,46,425.648401826484,692.0456621004566,555.9086757990867,420,687,553,435,698,560,438,3.982015371322632,8,9,3,2.30750143552469,1155,115.93934671265538,11,7,1353mosF,"[428, 696, 556]",270.9714840844576,86.70465562264869,55.175688821187016,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,7158326168.3812895,False,,,,0.4690119734507673,0.02569130378588742
652,47,415.1897335932424,120.8648473034438,1498.9720597790774,406,113,1485,425,132,1509,1539,4.978404998779297,8,6,21,16.68294687392052,8664,146.85650583603015,19,24,1353mosF,"[414, 119, 1506]",272.22015532750174,150.45272231748294,190.0455555046152,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,31587890122.948887,False,,,,2.0518132630192127,0.04557986285851741
653,48,404.7515527950311,866.8322981366459,530.4202898550725,392,862,526,420,872,536,966,5.435050010681152,11,0,6,1.4228530387474303,2800,216.42011386362336,10,10,1353mosF,"[403, 862, 532]",273.5944848703111,79.5854137754445,79.5854137754445,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,14415357879.796618,True,mock,2716.0,966.0,0.9275355255237181,0.039653452647843854
654,49,410.9138321995465,93.06122448979592,1439.748299319728,405,89,1436,418,98,1444,441,3.33190393447876,7,7,6,2.050375210356596,936,100.480767150968,9,8,1353mosF,"[412, 96, 1442]",272.8447477819054,71.43059129406167,63.49385862360785,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,14360893048.714926,False,,,,0.9288104998688324,0.04308991274479646
655,50,390.0321931589537,247.8329979879276,954.2494969818912,378,244,950,401,252,959,497,3.616560697555542,18,5,6,1.1051733939738488,1656,177.77366495940493,8,9,1353mosF,"[396, 249, 956]",275.3448314631245,64.07565453902492,72.08511170204423,data/sofia_output/sofia_loud_1353mosF_mask.fits,,,5460995320.999932,True,mock,2041.0,490.0,0.3471933174287551,0.021357692278548532
