,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,tot_flux,peak_flux,brightest_pix,max_loc,elongation,dist,nx,ny,n_vel,nx_kpc,ny_kpc,file,hi_mass,asymmetry,mos_name
416,417,505.2578593227194,93.92473434569987,1929.2569033349264,487,50,1901,523,133,1964,27197,51213.0546875,51213.0546875,45.89626693725586,"[507, 98, 1926]",6.774522902716544,1.9899211818808984,83,63,278.2544321103729,4.8044196978285045,3.646725200942493,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
417,418,491.0,61.84615384615385,1953.5384615384612,491,60,1952,492,64,1956,13,-15.77772331237793,-15.77772331237793,0.2687472999095917,"[491, 60, 1954]",1.3480831076305753,3.5377749527234528,4,4,7.7292897808436924,0.411638819283397,0.411638819283397,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
418,419,507.5,112.0,1936.0,506,112,1936,510,113,1937,4,-2.7255685329437256,-2.7255685329437256,0.4964428842067718,"[508, 112, 1936]",,1.7688904682370132,1,1,30.91715912337477,0.0514549392228559,0.0514549392228559,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
419,420,518.0,839.875,1539.125,518,839,1538,519,842,1541,8,-1.3087170124053955,-1.3087170124053955,0.1945548504590988,"[518, 839, 1540]",1.6,0.5536290488974066,3,3,7.7292897808436924,0.0483132499815449,0.0483132499815449,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
420,421,521.0,840.5,1539.5,521,839,1539,522,843,1541,6,-4.9269328117370605,-4.9269328117370605,-0.349490761756897,"[521, 840, 1540]",5.999999999999999,0.2223137539656009,4,2,7.7292897808436924,0.0258673806038484,0.0129336902581483,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
421,422,528.4047109207709,1386.4475374732333,1986.5845824411133,523,1378,1982,534,1395,1993,934,500.5549011230469,500.5549011230469,10.70422077178955,"[528, 1387, 1986]",2.121757044472696,-0.5505559794624383,17,11,85.02218758928062,-0.2722554412622914,-0.1761652771750782,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
422,423,528.082722513089,368.1884816753927,1960.152879581152,524,361,1954,534,377,1966,955,491.6471557617188,491.6471557617188,8.31737232208252,"[529, 368, 1961]",1.8677723693855963,-0.5505559794624383,16,12,77.29289780843692,-0.2562404129206628,-0.1921803036195291,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
423,424,532.3723747980614,840.0880452342487,1539.707592891761,524,831,1532,545,848,1547,1238,2232.068603515625,2232.068603515625,36.30329895019531,"[528, 840, 1541]",1.4307187931052443,-0.99207060554653,17,15,162.31508539771752,-0.49058884210129,-0.4328724999224754,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
424,425,528.4498229043684,1265.4167650531288,1183.6670602125148,524,1258,1179,534,1273,1190,847,331.239990234375,331.239990234375,11.32509422302246,"[528, 1265, 1183]",2.0395619342644338,-0.5505559794624383,15,11,77.29289780843692,-0.2402253850126748,-0.1761652771750782,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
425,426,528.9600470035252,1449.3113983548767,438.4136310223267,524,1442,434,535,1457,445,851,425.4866027832031,425.4866027832031,8.925073623657227,"[528, 1448, 439]",2.08654730885425,-0.5505559794624383,15,11,85.02218758928062,-0.2402253850126748,-0.1761652771750782,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
426,427,529.6502590673575,520.6632124352332,1711.9766839378235,525,515,1708,536,526,1717,386,670.7320556640625,670.7320556640625,15.80728530883789,"[528, 520, 1713]",1.338993167535622,-0.6609431720585602,11,9,85.02218758928062,-0.2114866452206346,-0.1730345259555943,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
427,428,528.3586956521739,323.19565217391306,1599.804347826087,527,319,1598,532,328,1603,92,349.3494567871094,349.3494567871094,10.0015869140625,"[528, 323, 1600]",3.9862130541874543,-0.5505559794624383,9,5,38.64644890421846,-0.1441352251534574,-0.0800751238204692,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
428,429,528.9677419354839,708.3364055299539,1959.4516129032256,528,703,1956,533,715,1964,217,142.92254638671875,142.92254638671875,7.619786739349365,"[528, 708, 1959]",2.821142049016548,-0.5505559794624383,12,8,38.64644890421846,-0.1921803036195291,-0.1281201995220825,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
429,430,529.9683544303797,1095.964135021097,470.8185654008439,528,1089,466,534,1103,476,474,298.57110595703125,298.57110595703125,6.507256507873535,"[528, 1096, 471]",2.381153882152805,-0.6609431720585602,14,10,46.37573868506215,-0.2691648268838085,-0.1922605854254313,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
430,431,533.8947368421053,847.3157894736842,1537.0,533,846,1534,535,850,1541,19,-43.63955307006836,-43.63955307006836,-1.3341989517211914,"[534, 846, 1538]",2.216646021091841,-1.1024350367427382,4,7,15.458579561687383,-0.1282741448864859,-0.2244797556407529,data/training/TargetBoth/mask_1245mosB.fits,0.0,,1245mosB
0,1,63.687377553876296,1553.2938706968937,1875.29499020431,46,1546,1870,82,1562,1882,3573,1055.8968505859375,1055.8968505859375,3.586296319961548,"[50, 1553, 1873]",1.954919174235535,114.73864534985468,16,12,278.2544321103729,53.40179556511405,40.05134540861516,data/training/TargetBoth/mask_1245mosC.fits,2900028830186.581,,1245mosC
1,2,52.02597402597402,840.1038961038961,1540.5584415584417,51,836,1538,54,845,1543,77,263.5628967285156,263.5628967285156,14.838319778442385,"[52, 841, 1540]",3.65171889668603,116.0195733814282,9,5,23.187869342531076,30.373854712954078,16.874363462888724,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
2,3,78.73210199411572,1179.302222948676,612.2984635501798,51,1172,601,107,1188,625,6118,9443.0693359375,9443.0693359375,12.731818199157717,"[56, 1180, 608]",3.222131225017728,112.99312708721494,16,24,432.8402277272467,52.58939439781389,78.88409871656515,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
3,4,63.7025462962963,1053.3032407407406,1467.318287037037,55,1045,1461,73,1062,1474,1728,1445.6151123046875,1445.6151123046875,6.464925765991211,"[66, 1054, 1468]",2.913744078637523,114.73864534985468,17,13,139.12721605518644,56.73940831605022,43.38895783194962,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
4,5,66.64178403755868,1434.3295774647888,722.3056338028169,56,1427,717,79,1443,728,2130,455.3473815917969,455.3473815917969,3.1657607555389404,"[62, 1437, 722]",2.665758090312612,114.38943080486106,16,11,177.77366495940493,53.23926371995193,36.60199241376619,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
5,6,65.67807066741447,225.30902972518228,2032.3213684800896,58,217,2026,74,235,2039,1783,2086.27587890625,2086.27587890625,8.821797370910645,"[63, 224, 2032]",1.2657900633132244,114.5058294903798,18,13,123.66863649349908,59.95511904995662,43.30091742081731,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
6,7,82.71303958845895,1166.7820398121223,2003.809214940729,60,1155,1986,106,1180,2023,8942,24975.31640625,24975.31640625,19.78214263916016,"[65, 1167, 1998]",10.521404265266938,112.52788955771815,25,37,355.54732991880985,81.83260695201307,121.11228370410466,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
7,8,70.7032967032967,1399.7757242757243,1258.7817182817182,61,1392,1254,82,1408,1265,2002,607.849365234375,607.849365234375,4.134486675262451,"[68, 1400, 1259]",2.111324967554103,113.92389767949408,16,11,162.31508539771752,53.022594744003726,36.45303249847378,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
8,9,79.69270072992701,408.2558394160584,949.2952554744526,65,401,944,95,417,956,2740,1061.2373046875,1061.2373046875,4.304117202758789,"[77, 409, 949]",3.619093190976603,112.87680847162466,16,12,231.8786934253108,52.5352572506371,39.401441693287886,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
9,10,70.6964856230032,826.8130990415335,1296.7747603833866,65,817,1289,77,838,1306,1878,3939.365234375,3939.365234375,16.481595993041992,"[71, 826, 1298]",1.4652894263547744,113.92389767949408,21,17,92.75147737012428,69.5921592328129,56.33650743987041,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
10,11,73.64429175475686,1601.7727272727273,1875.799154334038,65,1594,1870,84,1611,1882,1892,1202.859619140625,1202.859619140625,5.406135559082031,"[72, 1601, 1875]",1.805568674625196,113.57481251931468,17,12,146.85650583603015,56.163881334863696,39.64509108556896,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
11,12,73.67771960442117,403.7847585805701,1344.7853403141362,66,395,1339,82,413,1352,1719,1832.199951171875,1832.199951171875,8.196645736694336,"[70, 405, 1346]",1.873668123277255,113.57481251931468,18,13,123.66863649349908,59.46763964750028,42.948848978879546,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
12,13,89.64758922980589,300.27438948027554,922.2963055729492,67,284,913,114,317,933,7985,17425.740234375,17425.740234375,17.41389274597168,"[108, 305, 921]",2.6457334619393404,111.71396080427488,33,20,363.2766196996535,107.23773954017716,64.99255678797907,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
13,14,89.73875048910917,1016.3178557454024,304.2695969740446,67,1003,292,113,1031,317,7667,17178.927734375,17178.927734375,17.142444610595703,"[108, 1020, 300]",3.810512448490035,111.71396080427488,28,25,355.54732991880985,90.9895893581112,81.24070114066927,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
14,15,85.69011535851617,1484.8068310337028,1280.8079619995476,67,1475,1275,105,1495,1288,4421,3131.31884765625,3131.31884765625,7.055673122406006,"[97, 1485, 1281]",1.6203955931434824,112.17902603284551,20,13,293.7130116720603,65.26312080755535,42.42102576099899,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
15,16,84.69550264550264,1664.795238095238,296.78333333333336,70,1654,290,100,1676,305,3780,5036.8017578125,5036.8017578125,9.710461616516112,"[74, 1662, 298]",1.5103316823349215,112.29530772094624,22,15,231.8786934253108,71.86384953943441,48.99807565203559,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
16,17,85.68022547227301,358.801492992078,1336.783973187081,71,343,1323,101,376,1352,6564,22959.033203125,22959.033203125,21.70899200439453,"[96, 354, 1341]",4.398711965038854,112.17902603284551,33,29,231.8786934253108,107.684170259235,94.63153694174392,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
17,18,87.68635170603675,364.2680446194226,1203.2910104986877,72,357,1197,105,373,1210,3048,1782.7486572265625,1782.7486572265625,5.688533306121826,"[80, 365, 1204]",3.619093190976603,111.9464811147696,16,13,255.06656276784184,52.102263195600806,42.33308780762971,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
18,19,96.64174589455487,595.7888936905791,951.800345721694,75,587,945,119,606,960,4628,3841.9169921875,3841.9169921875,7.050562381744385,"[84, 594, 953]",2.6551391880396924,110.90033344585936,19,15,340.0887503571225,61.29324646359304,48.389403246656,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
19,20,100.70063333018244,776.3073069288213,493.2694961716608,78,760,476,124,794,511,10579,30906.99609375,30906.99609375,20.63267707824707,"[120, 781, 488]",7.296714300234732,110.4355387825616,34,35,355.54732991880985,109.2229848240083,112.4354277423083,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
20,21,81.69637305699482,899.8020725388601,743.79896373057,78,891,738,87,909,751,965,1696.814697265625,1696.814697265625,16.14619255065918,"[82, 900, 744]",1.9726260424993476,112.64418970736504,18,13,69.56360802759322,58.98036662629804,42.596929590063226,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
21,22,92.69342184671092,559.2848521424261,152.29571514785758,79,548,146,107,571,160,3314,6364.998046875,6364.998046875,14.296012878417969,"[102, 556, 153]",1.388725324300423,111.36522646920282,23,14,216.42011386362336,74.50812476130703,45.35276733413812,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
22,23,98.69026761070442,1529.7790711628463,779.7903516140645,80,1515,765,119,1546,796,8333,18573.705078125,18573.705078125,16.790761947631836,"[112, 1527, 784]",11.748824348941852,110.66792382115575,31,31,301.442301452904,99.79521122782754,99.79521122782754,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
23,24,93.67843289371606,717.7905352986811,560.7940263770365,81,710,555,107,727,568,2578,1285.753173828125,1285.753173828125,4.570896625518799,"[86, 719, 561]",2.238103605243524,111.24899399040554,17,13,200.961534301936,55.01374079783339,42.06932977444845,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
24,25,88.63648928818245,738.2681409813407,1237.2950932964754,82,730,1232,96,747,1244,1447,1196.1507568359375,1196.1507568359375,6.769373893737793,"[91, 738, 1237]",2.248572210900883,111.83021788381876,17,12,108.21005693181168,55.301161829438406,39.03611263605693,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
25,26,90.67181467181469,653.3114543114543,638.2985842985843,83,646,633,100,662,644,1554,670.5841064453125,670.5841064453125,5.116511821746826,"[93, 653, 638]",3.278925953010795,111.59770987565014,16,11,131.39792627434275,51.93993767438117,35.708705791450136,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
26,27,103.71537396121884,992.2853185595568,150.25023084025855,83,984,145,125,1001,157,4332,862.217041015625,862.217041015625,4.996174335479736,"[113, 993, 151]",1.369829591752709,110.08700731509283,17,12,324.63017079543505,54.43912675888125,38.42761731702031,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
27,28,94.69807692307693,458.78509615384615,84.78076923076924,85,450,79,105,468,92,2080,1722.92578125,1722.92578125,7.004018783569336,"[89, 460, 85]",1.917660580187135,111.13276766057412,18,13,154.58579561687384,58.18898780171434,42.02537824174,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
28,29,121.81415473369734,478.7953023591223,1324.801689502421,86,462,1312,159,496,1339,9707,25831.376953125,25831.376953125,19.759307861328125,"[151, 485, 1330]",2.2649238833129526,107.99697928279237,34,27,564.2381540015896,106.81120008358928,84.820648674385,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
29,30,100.658357771261,361.2909090909091,1758.288563049853,87,352,1752,116,372,1766,3410,3801.591796875,3801.591796875,8.632705688476562,"[91, 364, 1760]",1.8805113649192973,110.4355387825616,20,14,224.14940364446707,64.24880090243872,44.97415804394544,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
30,31,104.6962962962963,589.7824691358024,1571.7955555555557,91,577,1564,119,603,1580,4050,7996.95703125,7996.95703125,16.27256202697754,"[113, 586, 1571]",1.5084867443260457,109.97084244809902,26,16,216.42011386362336,83.17199342048421,51.18275911860578,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
31,32,101.69500233535732,286.2811770200841,1224.2923867351706,92,278,1219,113,295,1231,2141,982.8055419921876,982.8055419921876,5.658814907073975,"[103, 287, 1224]",1.3558469679024208,110.31935548183723,17,12,162.31508539771752,54.55402525244634,38.508722132690416,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
32,33,103.68014128728414,1517.2908163265306,1130.311224489796,95,1507,1123,113,1528,1139,2548,4259.16259765625,4259.16259765625,12.239452362060549,"[107, 1519, 1130]",1.2609454806546891,110.08700731509283,21,16,139.12721605518644,67.24833593816523,51.23682470792957,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
33,34,114.64983235540656,1587.2770326906957,1699.2678122380553,98,1579,1685,133,1597,1715,4772,16654.234375,16654.234375,22.395740509033203,"[103, 1586, 1694]",3.456510370738714,108.80953159587648,18,30,270.5251423295292,56.97254410220992,94.9542555968706,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
34,35,115.75092114959467,377.3036109064112,1324.298084008843,102,370,1319,130,386,1331,2714,1045.36181640625,1045.36181640625,3.9705734252929688,"[124, 379, 1324]",3.020327584389027,108.69343428170846,16,12,216.42011386362336,50.58822630407937,37.94116852949956,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
35,36,112.70320035072336,1089.2731258220078,1112.309951775537,102,1081,1107,124,1099,1119,2281,1531.59619140625,1531.59619140625,5.723515510559082,"[118, 1090, 1113]",1.9591462514861429,109.04174464089044,18,12,170.04437517856124,57.094130582310775,38.062751789110656,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
36,37,114.6849376114082,753.3355614973262,694.2811942959001,104,746,688,127,762,702,2244,2471.34228515625,2471.34228515625,8.662381172180176,"[117, 754, 693]",3.45887344363371,108.80953159587648,16,14,177.77366495940493,50.64226045288736,44.31197714637631,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
37,38,111.66094182825483,978.3030470914129,833.3102493074792,104,971,827,121,987,840,1805,776.003173828125,776.003173828125,4.985590934753418,"[108, 977, 834]",1.7852365874754987,109.15786037271016,16,13,131.39792627434275,50.80438004278838,41.27855777184634,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
38,39,122.70403022670024,1301.2813602015112,1430.2748110831235,104,1293,1425,142,1311,1437,3970,1291.367919921875,1291.367919921875,3.851121425628662,"[134, 1299, 1430]",1.6783706366940585,107.88092492611165,18,12,293.7130116720603,56.48632673070909,37.65754924194815,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
39,40,114.6887080366226,1467.315361139369,1301.281281790437,105,1460,1295,126,1476,1308,1966,1518.2841796875,1518.2841796875,6.061147212982178,"[117, 1467, 1302]",3.78815205993141,108.80953159587648,16,13,162.31508539771752,50.64226045288736,41.14683560828404,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
40,41,130.70496453900708,148.7919621749409,2146.785579196217,111,140,2141,151,159,2154,4230,2379.463134765625,2379.463134765625,4.977380752563477,"[120, 148, 2147]",1.6983997774730395,106.95271088596256,19,13,309.1715912337477,59.11144416425984,40.444670132665166,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
41,42,131.69220349187236,767.7665562913908,1575.782360024082,111,753,1568,153,783,1585,6644,11794.5263671875,11794.5263671875,14.006499290466309,"[147, 763, 1576]",1.8870031837737773,106.83671172531236,30,17,324.63017079543505,93.23264500367485,52.8318230640007,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
42,43,125.69024390243902,773.3006968641115,2017.2912891986064,113,764,2010,139,783,2026,2870,3239.03369140625,3239.03369140625,9.931877136230469,"[134, 774, 2015]",5.35977830945596,107.53279866314932,19,16,200.961534301936,59.43205152397516,50.048041906408486,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
43,44,123.69298245614036,795.2873851294904,1983.290309106099,113,787,1977,136,805,1991,2394,1996.88134765625,1996.88134765625,7.479612350463867,"[129, 795, 1984]",3.042226886790605,107.76487670426836,18,14,177.77366495940493,56.42556401681831,43.8865482064309,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
44,45,121.67090069284065,1424.7673210161663,231.78868360277136,114,1416,226,130,1434,239,1732,1769.9246826171875,1769.9246826171875,8.610913276672363,"[124, 1423, 231]",1.7801799532700353,107.99697928279237,18,13,123.66863649349908,56.5470926567936,40.839565133361134,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
45,46,123.720737913486,1248.312340966921,1508.2996183206108,116,1241,1503,133,1257,1514,1572,754.5457763671875,754.5457763671875,4.2845001220703125,"[119, 1247, 1508]",2.1260283532119475,107.76487670426836,16,11,131.39792627434275,50.15605594186447,34.48228714704347,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
46,47,132.69861030689057,949.8013896931094,538.82368268674,117,941,533,149,959,546,3454,1131.546630859375,1131.546630859375,4.397134780883789,"[129, 949, 539]",1.4814297530128169,106.7207186951233,18,13,247.33727298699816,55.87884409850605,40.356941195697374,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
47,48,132.68833880107366,1112.777810915598,1400.7813898001789,117,1105,1395,150,1122,1408,3353,1203.509033203125,1203.509033203125,3.947758436203003,"[143, 1114, 1400]",2.2665052227107174,106.7207186951233,17,13,255.06656276784184,52.77446334982901,40.356941195697374,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
48,49,128.5920114122682,158.7774607703281,1381.8036138849263,118,151,1376,140,167,1388,2103,975.6036376953124,975.6036376953124,3.703482866287232,"[133, 157, 1380]",3.439749492016578,107.18472760059193,16,12,170.04437517856124,49.88604226218969,37.41453051471878,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
49,50,128.68344425956738,695.7928452579035,2193.7691347753744,119,687,2188,140,706,2201,2404,1882.4443359375,1882.4443359375,7.318077087402344,"[137, 697, 2197]",1.354333947323471,107.18472760059193,19,13,162.31508539771752,59.239676940768064,40.5324083434194,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
50,51,123.71411901983664,1672.338389731622,1204.287047841307,119,1665,1199,129,1681,1210,857,709.6978759765625,709.6978759765625,8.744709014892578,"[123, 1673, 1204]",2.421561231657576,107.76487670426836,16,11,77.29289780843692,50.15605594186447,34.48228714704347,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
51,52,125.69170731707317,516.3278048780488,1632.2887804878048,120,509,1627,132,525,1638,1025,503.4200439453125,503.4200439453125,6.049352645874023,"[128, 516, 1632]",2.140107226932723,107.53279866314932,16,11,92.75147737012428,50.048041906408486,34.40802750049507,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
52,53,132.6627848101266,1597.794430379747,2242.76,124,1589,2237,142,1607,2250,1975,1543.766845703125,1543.766845703125,7.613030910491943,"[130, 1599, 2243]",1.3529480699355352,106.7207186951233,18,13,139.12721605518644,55.87884409850605,40.356941195697374,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
53,54,135.69273127753303,1466.297356828194,1507.3023127753304,126,1459,1502,146,1475,1513,1816,695.8280029296875,695.8280029296875,4.181893348693848,"[140, 1465, 1507]",1.6626911595609863,106.3727763824641,16,11,154.58579561687384,49.50814296917384,34.03684699527977,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
54,55,139.68054504163513,950.780469341408,2274.773656320969,127,943,2268,154,960,2283,2642,2412.15869140625,2412.15869140625,8.893763542175293,"[134, 951, 2277]",3.735314737598472,105.90893909590358,17,15,208.69082408277967,52.37303021452989,46.21149641393215,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
55,56,134.62840323767475,751.2906548933039,1560.233259749816,128,743,1555,142,760,1566,1359,707.49609375,707.49609375,9.82341194152832,"[135, 751, 1560]",2.71810231759071,106.48875102418462,17,11,108.21005693181168,52.659753015247496,34.0739562188031,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
56,57,148.6657675618623,647.2951800164184,1421.2890817403545,130,633,1403,169,662,1441,8527,28657.646484375,28657.646484375,24.32600975036621,"[163, 644, 1415]",7.629363236225605,104.86566355845356,29,38,301.442301452904,88.46215969148015,115.91595310360458,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
57,58,141.65160689333953,926.7559385188636,1420.795994410806,131,919,1415,154,936,1427,2147,920.0565185546876,920.0565185546876,4.536708831787109,"[142, 928, 1421]",3.9261701720030375,105.67705721401607,17,12,177.77366495940493,52.25836230349266,36.88825423499655,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
58,59,139.65509761388287,846.7548806941431,554.7888647866956,133,839,549,147,856,561,1383,829.994140625,829.994140625,4.30153751373291,"[137, 848, 555]",3.1954721777652764,105.90893909590358,17,12,108.21005693181168,52.37303021452989,36.96919628653601,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
59,60,152.66560170394035,1587.8032481363152,183.7611821086262,134,1580,178,172,1597,190,3756,680.7534790039062,680.7534790039062,3.6281278133392334,"[167, 1588, 186]",2.677705418405216,104.4021447402164,17,12,293.7130116720603,51.62790532713933,36.443225799300734,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
60,61,150.67736185383245,98.80867498514556,1520.795008912656,143,91,1515,160,108,1528,1683,1764.0379638671875,1764.0379638671875,8.849260330200195,"[153, 98, 1522]",3.2647283792899,104.63389190686097,17,13,131.39792627434275,51.74250662014084,39.56779784088077,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
61,62,156.671654432524,355.2673630717109,2140.2690570299264,146,344,2132,169,367,2150,3542,5786.44287109375,5786.44287109375,11.33635711669922,"[150, 352, 2140]",1.8646409386732008,103.9387238462488,23,18,177.77366495940493,69.53947519703526,54.42219483354745,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
62,63,152.70409051349,863.727589208007,2132.797214969539,147,856,2128,160,872,2139,1149,839.064453125,839.064453125,6.152533054351807,"[153, 863, 2133]",2.523549449033105,104.4021447402164,16,11,100.480767150968,48.59096926738766,33.406290099311605,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
63,64,149.6988950276243,1251.3149171270718,197.28453038674036,147,1243,192,154,1260,204,724,1146.197998046875,1146.197998046875,14.289546966552734,"[150, 1251, 197]",1.9620725028272867,104.7497746717959,17,12,54.10502846590584,51.799811807040925,36.56457154485674,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
64,65,154.7041564792176,1256.7701711491443,1674.7775061124694,150,1249,1670,160,1265,1681,818,793.9320068359375,793.9320068359375,8.032611846923828,"[155, 1258, 1675]",2.1935142661633247,104.17042205463804,16,11,77.29289780843692,48.4831206219263,33.33214415838018,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
65,66,162.72698579694898,907.7774855339296,1514.744871120463,155,898,1508,171,918,1522,1901,2565.2138671875,2565.2138671875,9.45205783843994,"[166, 910, 1515]",1.1975917400580072,103.24377604543096,20,14,123.66863649349908,60.06480236963628,42.04535923950347,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
66,67,172.67556952081696,1654.7755302435191,1728.7890809112332,155,1642,1722,192,1669,1737,5092,9253.56640625,9253.56640625,13.959555625915527,"[185, 1658, 1728]",1.4860461897348112,102.08601889270304,27,15,285.9837218912166,80.17819017317896,44.5434326530349,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
67,68,166.7090961098398,880.2674485125858,1607.3057780320366,156,870,1596,178,892,1619,3496,9510.80859375,9510.80859375,17.59770393371582,"[172, 879, 1610]",3.6026250190297064,102.7805998264175,22,23,170.04437517856124,65.77487262293464,68.76464043312878,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
68,69,173.61443298969073,683.773883161512,141.7941580756014,159,676,136,189,693,148,2910,989.8724975585938,989.8724975585938,4.312178134918213,"[165, 682, 142]",3.707997968216676,101.97027679359874,17,12,231.8786934253108,50.4253222918148,35.594343691436045,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
69,70,165.67189835575485,1548.7414050822122,1465.7496263079222,159,1541,1460,173,1558,1472,1338,1174.14404296875,1174.14404296875,7.604033946990967,"[167, 1549, 1465]",2.0433499673165003,102.8963847097354,17,12,108.21005693181168,50.88329192391374,35.917616359696545,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
70,71,180.63530023394853,1589.256303613205,377.2557837275799,162,1581,371,200,1598,384,3847,1689.11669921875,1689.11669921875,4.358835697174072,"[195, 1589, 379]",3.02178224958797,101.16025315543187,17,13,293.7130116720603,50.02475749682823,38.25422502633671,data/training/TargetBoth/mask_1245mosC.fits,0.0,,1245mosC
